225625-0-1.0-*-8-*-0.6,8539
163064-0-0.2-*-2-163142-0.8,156826
127486-0-0.6-*-6-126883-1.0,591
222220-0-0.2-*-1-*-0.8,312739
25608-0-0.2-*-8-25768-0.8,106150
*-3-1.0-*-8-22396-0.8,154245
219054-0-0.2-*-8-219027-0.4,402266
50366-0-0.2-*-8-50006-0.6,304909
*-0-1.0-*-8-124637-1.0,7042
51589-0-1.0-*-8-*-0.4,40233
17022-0-0.2-*-3-*-1.0,156826
261253-0-0.4-*-4-260250-0.4,202319
*-3-1.0-*-8-209223-0.4,231980
137431-3-0.6-*-8-*-0.2,307913
113014-3-0.4-*-8-*-1.0,307913
143728-3-0.6-*-4-*-0.6,102802
*-0-1.0-*-5-1827-0.8,3720
*-0-1.0-*-1-181441-0.6,312739
148499-0-0.6-*-8-148908-0.2,607354
30910-3-1.0-*-8-*-0.4,1482
83441-3-1.0-*-4-*-0.6,499
109090-0-0.8-*-2-109609-0.4,156826
*-3-1.0-*-8-220911-0.2,307913
11182-0-1.0-*-8-*-0.6,42570
122126-0-0.2-*-1-121730-1.0,5693
14813-3-0.8-*-8-14689-0.6,93977
205550-3-0.2-*-8-204968-0.8,43807
79176-0-0.8-*-1-*-0.4,312739
*-0-1.0-*-8-6572-0.6,304909
128669-3-0.6-*-8-127893-0.8,154245
124846-0-0.4-*-8-125129-0.8,59650
228571-3-0.2-*-8-228952-0.6,153668
30711-0-0.4-*-4-31266-0.4,202319
271758-0-1.0-*-8-271429-0.4,25311
*-3-1.0-*-8-141795-0.2,307913
67639-0-0.6-*-8-67668-0.2,607354
288885-2-0.2-*-10-*-0.2,261278
*-0-1.0-*-2-97186-0.4,156826
228394-0-0.8-*-8-*-0.6,607354
*-0-1.0-*-8-79026-0.6,304909
*-0-1.0-*-4-229167-1.0,7748
125103-0-0.8-*-1-*-0.2,312739
*-0-1.0-*-8-263136-1.0,1297
*-0-1.0-*-2-60088-0.6,156826
193672-2-0.6-*-10-*-0.4,261278
*-0-1.0-*-8-84340-0.8,107447
124002-3-0.4-*-8-124430-0.2,307913
266778-0-0.6-*-8-266736-0.6,302445
168119-0-1.0-*-8-*-0.2,22999
*-0-1.0-*-8-94034-0.4,413342
115793-0-1.0-*-8-115366-0.4,20427
*-0-1.0-*-8-223626-0.2,607354
*-0-1.0-*-1-175788-0.2,312739
209957-0-1.0-*-3-*-1.0,13164
11488-0-0.2-*-1-11891-0.2,312739
*-0-1.0-*-4-69489-1.0,7939
152154-0-0.2-*-8-151963-0.2,607354
67214-0-0.8-*-8-67520-1.0,4736
*-0-1.0-*-2-67796-0.2,156826
55383-0-0.8-*-8-55198-0.2,607354
158007-3-0.6-*-8-*-0.4,307913
156167-3-0.2-*-8-156695-1.0,1975
119915-0-0.2-*-4-120323-1.0,10271
*-3-1.0-*-8-71667-1.0,3465
209542-0-0.8-*-8-209455-1.0,8491
203367-0-0.8-*-8-203735-0.6,302445
31568-0-0.2-*-3-32002-0.4,156826
242854-0-0.8-*-4-243237-0.6,202319
89709-0-0.8-*-4-89055-0.6,202319
328621-2-0.4-*-10-5163-0.4,29977
*-0-1.0-*-3-168577-0.4,156826
246543-3-0.2-*-4-*-0.8,102802
259371-0-0.2-*-1-*-0.4,312739
*-3-1.0-*-8-163300-0.2,307913
200320-0-0.4-*-3-200277-0.2,156826
*-0-1.0-*-8-212003-0.2,607354
249366-0-0.2-*-4-249736-1.0,10340
373659-0-0.4-*-9-1729-0.8,1227
*-0-1.0-*-8-45031-0.2,607354
54258-3-0.6-*-8-*-0.6,307913
34957-0-1.0-*-8-33829-1.0,499
268075-0-1.0-*-4-268802-0.6,17561
384144-2-0.2-*-10-*-0.6,261278
53545-3-0.6-*-4-*-0.4,95590
91061-3-0.8-*-8-90622-1.0,1685
269219-0-0.8-*-8-268866-1.0,8694
73443-0-0.2-*-2-73249-1.0,7927
*-0-1.0-*-1-218219-0.6,312739
*-0-1.0-*-8-72712-0.2,607354
83815-0-0.2-*-2-*-0.6,156826
42486-0-0.6-*-2-41806-0.2,156826
93524-0-1.0-*-6-93442-0.8,346
*-0-1.0-*-8-18649-0.6,302445
*-0-1.0-*-8-193308-0.8,304909
*-0-1.0-*-4-89055-1.0,9871
170660-0-0.2-*-8-*-1.0,607354
184142-0-0.4-*-1-184909-0.2,312739
*-3-1.0-*-8-91119-1.0,3907
214358-0-0.6-*-8-214224-1.0,7311
62088-0-0.6-*-2-62483-1.0,7678
55525-3-0.8-*-4-55842-0.8,39868
*-0-1.0-*-8-144367-0.4,453043
233780-3-0.6-*-4-233514-0.6,102802
101768-3-0.2-*-4-101564-0.4,102802
178854-0-0.2-*-4-*-0.4,202319
33671-0-0.6-*-1-34034-1.0,5593
189281-3-0.8-*-8-*-0.8,119476
104371-0-0.4-*-3-*-0.8,156826
263469-0-0.4-*-8-262958-0.4,379403
*-0-1.0-*-1-44593-0.2,312739
*-0-1.0-*-8-123014-0.8,304909
198930-0-0.6-*-12-*-0.6,8815
31850-0-0.4-*-4-31523-1.0,10204
51165-0-0.8-*-8-51171-0.2,607354
139896-0-0.2-*-8-140673-0.8,304909
27828-0-1.0-*-2-27784-0.4,13164
148445-0-0.4-*-8-148897-1.0,7015
103391-0-0.6-*-1-*-0.2,312739
263421-3-0.2-*-8-263157-0.8,42614
*-0-1.0-*-1-184514-0.6,312739
*-0-1.0-*-8-133172-0.8,148134
34042-0-0.2-*-3-34901-0.6,51701
236210-0-0.6-*-8-*-0.2,607354
128973-0-0.6-*-1-127939-0.4,312739
89166-0-0.4-*-1-89894-0.6,312739
*-0-1.0-*-2-199795-0.2,156826
44749-0-0.4-*-2-*-1.0,156826
*-0-1.0-*-4-121019-0.6,202319
208007-0-0.8-*-8-208112-0.8,104989
80108-0-1.0-*-8-*-0.4,12518
265286-0-1.0-*-5-4186-0.2,274
194479-0-0.6-*-3-193847-0.2,156826
208003-0-0.4-*-3-208176-1.0,4580
82253-0-0.2-*-8-*-0.6,607354
*-0-1.0-*-8-232622-1.0,7311
261832-0-0.6-*-8-*-1.0,607354
196567-0-0.2-*-8-196074-0.2,607354
*-0-1.0-*-8-106945-0.8,304909
189526-3-0.6-*-8-*-1.0,307913
199137-0-0.4-*-3-*-1.0,156826
73017-0-0.2-*-1-73342-0.2,312739
48447-0-0.6-*-1-*-1.0,312739
12850-0-0.6-*-3-12126-0.6,105125
69110-0-0.2-*-8-*-0.2,607354
183628-0-0.2-*-1-183537-0.4,312739
87602-0-1.0-*-3-87767-0.2,3214
32276-0-0.6-*-3-32306-0.6,51701
111581-0-1.0-*-1-111398-0.6,25797
153201-0-0.6-*-2-153907-0.2,156826
162416-0-1.0-*-1-162034-1.0,477
*-0-1.0-*-4-84085-0.2,202319
*-0-1.0-*-8-201173-0.2,607354
76522-2-1.0-*-10-*-0.2,499
227660-0-1.0-*-4-*-0.4,11078
69636-0-0.2-*-8-69376-0.2,607354
166100-0-1.0-*-8-166972-0.6,20196
59435-0-1.0-*-8-59518-1.0,499
48801-0-0.4-*-3-*-0.4,156826
195055-0-0.6-*-8-195734-0.6,304909
104249-0-0.4-*-8-103544-0.8,99767
246237-0-0.4-*-8-246050-1.0,5632
156181-0-0.6-*-3-*-0.2,156826
267614-0-1.0-*-2-267418-0.4,7443
*-0-1.0-*-3-201877-0.8,52387
227094-0-0.8-*-3-*-1.0,156826
65871-3-0.4-*-8-66595-0.4,205517
73424-0-0.2-*-8-73477-0.2,607354
172917-0-0.8-*-8-*-1.0,607354
*-3-1.0-*-8-232443-0.8,46478
148913-0-1.0-*-8-148589-0.4,31207
209543-0-0.6-*-2-209463-0.8,156826
4039-0-0.8-*-1-4115-0.6,312739
15860-0-0.6-*-8-15380-0.8,62813
95141-0-0.2-*-1-*-0.4,312739
12505-0-0.2-*-8-12354-1.0,8725
233897-3-0.6-*-8-234133-0.6,153668
87933-0-0.8-*-8-*-0.2,607354
3733-0-0.8-*-1-3791-0.8,312739
173778-0-0.8-*-8-174097-0.6,304909
121453-0-0.4-*-8-121291-0.8,304909
24646-0-0.2-*-8-*-0.2,607354
*-2-1.0-*-10-10179-0.6,29977
273015-0-0.8-*-1-*-0.4,312739
62861-3-0.4-*-8-*-1.0,307913
*-0-1.0-*-8-230961-0.8,304909
133803-0-1.0-*-2-133351-0.4,9078
224147-0-0.8-*-8-224264-0.4,410479
*-3-1.0-*-8-130050-1.0,3068
*-0-1.0-*-8-150796-0.8,60438
*-0-1.0-*-8-160101-0.4,382414
95731-0-0.4-*-8-*-0.8,607354
*-0-1.0-*-6-163688-0.2,34845
95824-0-0.8-*-4-96489-0.8,202319
40710-0-0.2-*-8-*-0.4,607354
94720-0-0.2-*-1-94020-1.0,5724
40960-0-1.0-*-1-*-0.6,14754
*-3-1.0-*-4-188317-1.0,5156
51351-3-0.4-*-8-51040-1.0,3535
148860-0-0.8-*-8-148761-0.6,302445
134415-0-0.8-*-4-134676-0.6,202319
104942-0-1.0-*-8-*-0.8,26945
*-0-1.0-*-4-107873-1.0,10204
52990-3-1.0-*-4-53178-0.6,47
*-3-1.0-*-4-215314-0.6,102802
*-0-1.0-*-1-204068-0.6,312739
249774-0-0.6-*-4-249736-0.6,202319
52756-0-0.6-*-2-*-0.6,156826
*-0-1.0-*-8-245800-1.0,4916
211211-0-0.8-*-4-211665-0.6,202319
39478-0-0.6-*-8-39972-0.8,100223
227682-0-0.6-*-3-227784-0.2,156826
113970-0-0.4-*-1-113492-0.8,312739
245779-0-1.0-*-1-245349-0.2,26234
198311-2-0.4-*-10-1729-1.0,1105
54762-3-0.8-*-8-54010-0.6,59785
105087-0-0.2-*-2-104679-1.0,7463
64626-3-1.0-*-8-*-0.6,1460
216133-3-0.8-*-4-215518-0.8,62934
246454-0-0.8-*-3-246958-0.4,156826
76178-0-0.2-*-1-75548-0.6,312739
*-3-1.0-*-4-163646-0.6,102802
3151-0-0.2-*-3-3257-0.2,156826
117176-0-1.0-*-1-116707-1.0,467
*-0-1.0-*-2-179817-0.6,156826
227605-0-0.6-*-1-*-0.6,312739
*-0-1.0-*-6-268120-1.0,611
249699-0-0.6-*-1-250183-0.6,312739
*-0-1.0-*-3-52479-1.0,5458
62188-0-0.4-*-2-*-0.4,156826
203994-0-0.8-*-3-*-0.4,156826
226222-0-0.2-*-1-*-0.4,312739
149678-0-0.4-*-3-150177-0.2,156826
165437-0-1.0-*-2-165455-0.8,5841
175451-0-0.2-*-1-175355-0.4,312739
188902-0-0.8-*-8-188297-0.2,607354
59454-0-0.8-*-8-59400-0.8,304909
52841-0-0.8-*-1-53790-0.8,312739
121164-0-0.8-*-4-121019-1.0,9871
*-0-1.0-*-8-189861-0.6,304909
153798-0-0.8-*-8-*-0.8,607354
118882-0-0.2-*-2-*-0.4,156826
152785-0-0.8-*-8-151931-0.2,607354
61853-0-0.8-*-1-61505-0.6,312739
*-0-1.0-*-4-60467-1.0,11322
51478-0-0.6-*-8-*-0.4,607354
151734-0-0.8-*-1-152856-0.8,312739
87901-0-0.4-*-2-*-0.2,156826
*-2-1.0-*-10-4186-0.8,21693
236200-0-0.8-*-1-236495-0.8,312739
111954-0-0.8-*-8-*-1.0,607354
*-0-1.0-*-8-89393-1.0,8757
99555-0-0.2-*-8-99380-0.8,130914
*-0-1.0-*-4-2948-0.6,202319
52063-0-0.2-*-8-*-0.4,607354
149638-0-0.6-*-8-*-0.4,607354
177658-0-0.4-*-8-177883-1.0,6809
165399-0-0.6-*-8-165100-0.4,407915
235616-0-1.0-*-1-235292-1.0,327
39552-3-0.2-*-8-39889-1.0,3515
166688-3-0.6-*-8-*-1.0,307913
169704-3-1.0-*-4-169348-0.2,499
*-0-1.0-*-8-92987-0.2,607354
56773-0-1.0-*-1-56435-0.4,25797
108250-0-0.4-*-8-108455-0.6,302445
92515-3-1.0-*-8-*-0.4,1478
23004-3-0.8-*-8-*-0.8,188437
3499-0-0.8-*-4-2948-0.8,202319
78795-0-1.0-*-1-79077-0.2,27526
209893-0-0.4-*-8-*-0.2,607354
*-0-1.0-*-1-199829-1.0,5782
134174-0-0.6-*-8-134511-1.0,8750
85203-0-0.4-*-1-*-0.8,312739
4096-0-0.2-*-1-*-0.6,312739
155814-0-0.8-*-1-*-0.8,312739
5975-3-1.0-*-8-5493-0.6,162
214317-0-0.2-*-3-*-0.4,156826
51385-0-0.4-*-8-51145-1.0,6977
91660-3-0.8-*-4-91351-1.0,3032
*-0-1.0-*-3-113626-0.8,52738
119264-3-0.2-*-8-119133-0.4,203748
*-0-1.0-*-8-173806-0.2,607354
152868-0-0.2-*-8-*-1.0,607354
163154-0-0.6-*-1-163269-1.0,6041
*-0-1.0-*-3-230339-0.8,52387
*-0-1.0-*-2-247297-0.2,156826
112103-0-0.4-*-8-112564-0.8,304909
1135-0-0.6-*-2-927-0.6,156826
153787-0-1.0-*-2-153907-0.2,10519
197268-0-0.8-*-8-197882-0.6,302445
*-0-1.0-*-8-80065-0.4,417774
*-3-1.0-*-8-222318-0.4,202536
*-0-1.0-*-4-112853-0.4,202319
91124-3-0.6-*-8-90546-0.2,307913
76088-0-0.6-*-4-75779-0.4,202319
*-0-1.0-*-3-271943-0.6,51701
*-0-1.0-*-8-223364-0.6,302445
*-0-1.0-*-1-234174-1.0,5842
109080-0-0.6-*-3-109480-0.6,51701
*-3-1.0-*-8-61913-0.6,153668
118307-3-1.0-*-8-117721-0.4,180
172319-0-0.8-*-8-172012-1.0,6558
35431-0-0.8-*-8-35114-0.8,304909
170403-0-1.0-*-4-171309-1.0,793
180169-0-0.8-*-4-*-0.6,202319
*-0-1.0-*-1-98390-0.8,312739
237892-3-0.8-*-8-237943-1.0,1735
61325-3-1.0-*-8-61067-0.2,1510
128950-0-0.6-*-8-128934-0.8,304909
*-0-1.0-*-2-136469-1.0,6230
50676-0-0.2-*-4-51434-0.6,202319
31971-3-0.4-*-8-32329-0.4,201990
92053-0-0.2-*-3-91981-0.8,52738
79303-3-0.8-*-8-78923-0.4,78670
25284-0-1.0-*-2-*-0.8,13770
64083-0-0.6-*-8-64676-0.6,304909
72503-0-0.2-*-1-*-1.0,312739
66935-0-1.0-*-8-*-0.2,28895
*-3-1.0-*-8-10478-0.4,202896
205108-3-0.4-*-8-204981-0.8,48738
28550-0-1.0-*-8-28479-0.8,14552
200134-0-0.8-*-8-199826-0.4,381633
*-0-1.0-*-1-63293-0.4,312739
201661-3-0.2-*-8-201513-0.8,49618
65091-0-1.0-*-1-65813-1.0,274
123229-3-0.6-*-8-123025-0.2,307913
241098-3-1.0-*-8-241224-0.4,201
*-0-1.0-*-1-74211-0.2,312739
16581-0-0.6-*-1-16624-1.0,5551
156183-0-0.2-*-8-156030-0.6,304909
30523-0-1.0-*-6-30552-0.4,1646
4363-0-0.6-*-3-*-0.6,156826
*-0-1.0-*-3-226555-0.6,105125
220387-3-0.6-*-8-*-0.8,307913
63787-0-1.0-*-8-63374-0.8,14552
205479-0-0.6-*-3-*-0.8,156826
134568-0-0.8-*-1-135172-1.0,5567
127991-0-0.2-*-1-*-1.0,312739
90654-0-1.0-*-8-*-1.0,28895
215347-4-1.0-*-10-6637-0.6,58
217535-0-0.8-*-8-218101-0.4,473516
6983-0-0.8-*-8-*-0.2,607354
121473-3-1.0-*-8-121671-0.4,1002
236466-0-1.0-*-4-236206-0.8,6994
187816-0-0.2-*-8-187532-0.8,304909
44493-3-0.4-*-4-*-0.2,102802
*-0-1.0-*-8-115001-0.6,304909
228315-0-0.6-*-4-227794-0.2,202319
*-3-1.0-*-4-89055-0.6,102802
271163-0-0.6-*-1-271835-0.4,312739
270389-0-1.0-*-8-270401-0.2,24916
121410-3-0.8-*-4-*-0.8,62934
98446-3-0.6-*-8-98272-0.6,154245
254059-0-0.6-*-1-254580-1.0,6026
52421-0-1.0-*-4-52269-0.8,14193
*-3-1.0-*-4-28506-0.2,102802
32323-0-1.0-*-1-*-0.2,26234
52927-0-1.0-*-3-52626-1.0,342
51223-2-0.6-*-10-6851-0.6,29977
135687-0-0.2-*-4-*-1.0,202319
173629-0-1.0-*-7-6851-1.0,7
*-0-1.0-*-6-168259-0.8,9825
*-3-1.0-*-8-93015-0.4,200723
82047-3-1.0-*-4-*-0.8,355
197033-0-0.2-*-1-197942-0.8,312739
67945-0-0.2-*-8-*-0.4,607354
*-0-1.0-*-2-113400-0.2,156826
129186-0-0.6-*-3-129720-0.2,156826
103123-0-0.8-*-8-103145-0.4,403763
*-0-1.0-*-1-228336-0.6,312739
137242-0-0.4-*-2-136469-0.4,156826
135919-0-0.8-*-1-136214-0.8,312739
238402-0-1.0-*-8-238840-0.4,16125
68105-3-0.8-*-4-67796-0.4,62934
220791-0-0.4-*-8-220827-0.6,302445
134502-0-0.2-*-8-135146-0.6,304909
*-0-1.0-*-8-191288-0.6,304909
72793-0-0.2-*-8-72897-0.2,607354
268480-0-0.2-*-8-*-1.0,607354
82434-0-0.2-*-8-82260-0.2,607354
259280-0-0.2-*-4-259310-0.4,202319
*-0-1.0-*-1-239758-0.4,312739
115483-0-0.8-*-8-115396-0.4,395071
7185-0-0.2-*-1-7333-0.2,312739
*-0-1.0-*-3-79001-0.6,51701
213438-0-0.6-*-2-214097-0.4,156826
166632-3-0.8-*-8-166365-0.6,59691
168897-0-0.6-*-5-5163-0.2,6029
262647-0-1.0-*-1-262941-1.0,465
210919-3-0.8-*-4-211665-1.0,2417
*-2-1.0-*-10-5163-0.8,14966
*-0-1.0-*-8-188298-0.6,304909
*-0-1.0-*-8-4110-0.8,304909
*-0-1.0-*-6-13007-0.4,34845
22685-0-0.2-*-1-22092-0.8,312739
*-0-1.0-*-1-61557-0.6,312739
267633-0-1.0-*-1-266997-0.2,27526
*-0-1.0-*-4-105821-0.2,202319
16136-3-0.8-*-12-*-0.4,1497
213158-0-0.2-*-8-213834-0.4,411780
74430-0-0.6-*-8-*-1.0,607354
196379-0-0.8-*-8-*-0.4,607354
176535-0-0.8-*-8-175942-0.4,366932
*-0-1.0-*-4-150974-0.8,202319
264088-0-0.8-*-8-*-0.2,607354
209310-3-0.6-*-8-209249-0.2,307913
272303-3-0.2-*-8-*-0.8,307913
81203-0-0.4-*-8-80912-0.4,408509
221360-0-0.2-*-4-221860-0.8,202319
*-3-1.0-*-8-169722-0.4,202949
180906-0-0.8-*-2-*-0.4,156826
*-3-1.0-*-4-196457-0.2,102802
63429-0-0.4-*-1-63396-1.0,4519
55375-0-0.8-*-8-55124-0.8,304909
53044-0-0.6-*-8-53819-0.8,304909
234860-0-0.8-*-4-235639-0.8,202319
166241-0-0.8-*-3-167027-1.0,4433
243538-0-0.6-*-2-243237-0.6,156826
*-0-1.0-*-8-10778-0.4,434329
150593-0-0.2-*-6-150076-0.2,34845
145245-0-1.0-*-8-144374-1.0,498
*-0-1.0-*-9-4186-0.2,3299
186967-3-0.8-*-8-*-0.2,188437
*-0-1.0-*-8-256-0.4,410170
*-3-1.0-*-8-193214-0.4,202983
*-3-1.0-*-8-125121-0.2,307913
*-0-1.0-*-3-249482-0.4,156826
47767-3-0.2-*-8-47907-1.0,3907
222605-0-1.0-*-1-222374-0.8,27526
225810-2-0.8-*-10-6851-1.0,2378
262907-0-1.0-*-8-263155-0.6,23210
44325-0-0.6-*-3-43739-0.2,156826
83568-0-0.6-*-8-83822-1.0,2591
*-0-1.0-*-8-193289-1.0,7104
140797-0-1.0-*-8-140762-0.2,28895
38326-3-1.0-*-8-39013-1.0,2
138928-3-0.6-*-8-*-1.0,307913
78327-0-0.4-*-8-77979-0.2,607354
168451-0-0.4-*-8-168745-0.8,304909
147972-0-0.8-*-8-*-0.6,607354
*-0-1.0-*-4-101003-0.6,202319
120518-0-0.4-*-8-*-0.2,607354
82832-0-0.2-*-2-83228-0.4,156826
31273-0-0.8-*-8-31122-0.4,405132
100886-0-0.6-*-8-100482-1.0,6241
*-0-1.0-*-8-219534-1.0,8720
245067-0-0.6-*-1-245685-0.2,312739
96665-0-0.4-*-1-*-0.2,312739
170232-0-0.2-*-8-*-0.6,607354
*-3-1.0-*-8-218212-0.6,154245
57939-3-0.4-*-8-57567-0.4,235055
*-0-1.0-*-3-177405-0.8,52738
*-3-1.0-*-8-16391-0.6,153668
250218-3-0.4-*-8-*-0.2,307913
31504-3-1.0-*-8-32365-0.6,165
37410-0-0.2-*-8-*-0.2,607354
*-0-1.0-*-8-265521-0.2,607354
230782-0-0.8-*-1-231033-0.4,312739
*-0-1.0-*-8-194216-0.4,395071
244278-0-1.0-*-1-*-0.6,25797
234830-2-0.8-*-10-7088-0.8,22755
182849-0-0.4-*-8-183542-0.6,304909
23594-0-0.4-*-4-23170-0.2,202319
*-3-1.0-*-4-14535-0.4,102802
75440-0-0.4-*-8-*-0.2,607354
*-0-1.0-*-8-126245-0.2,607354
110542-2-0.4-*-10-1827-0.2,29977
*-3-1.0-*-8-174485-0.8,154245
*-0-1.0-*-8-86763-0.4,406348
238329-0-0.8-*-8-239011-0.2,607354
259066-0-0.2-*-1-*-0.8,312739
39965-0-0.2-*-8-*-1.0,607354
111323-0-0.4-*-4-*-0.4,202319
261547-0-0.6-*-8-262162-0.6,304909
196177-3-0.2-*-8-195906-1.0,2953
8389-0-0.4-*-4-8454-0.6,202319
139148-3-0.2-*-8-138528-1.0,2825
*-0-1.0-*-2-238034-1.0,8694
232966-0-0.2-*-4-*-0.6,202319
*-0-1.0-*-8-193930-1.0,8036
15500-0-0.4-*-2-15577-1.0,7463
148968-0-0.8-*-1-148813-0.8,312739
23716-0-0.8-*-8-*-0.4,607354
265738-0-0.2-*-4-*-0.4,202319
*-0-1.0-*-1-250087-0.2,312739
94067-0-1.0-*-6-94590-0.6,1979
153227-0-0.6-*-6-*-0.8,34845
263451-0-0.2-*-8-262969-1.0,8669
149079-0-0.2-*-3-148321-1.0,5839
*-0-1.0-*-1-177842-0.6,312739
18345-0-0.4-*-7-4186-0.2,3608
232105-0-0.6-*-2-*-0.2,156826
28125-3-0.4-*-4-*-1.0,102802
185787-3-0.4-*-8-185199-1.0,2808
91597-0-1.0-*-4-91351-0.6,13416
*-3-1.0-*-8-177848-1.0,3290
30680-0-0.2-*-4-31266-0.2,202319
248654-3-0.6-*-8-248282-0.6,153668
208626-0-1.0-*-2-208467-0.4,5369
43086-3-0.4-*-4-43324-0.2,102802
173022-0-0.8-*-3-*-0.2,156826
222892-0-0.4-*-2-*-1.0,156826
42177-0-0.6-*-2-*-0.8,156826
*-3-1.0-*-8-19508-0.2,307913
180440-0-0.6-*-8-181441-0.6,304909
99806-3-0.6-*-8-*-1.0,307913
*-0-1.0-*-8-156090-0.6,304909
226457-0-0.2-*-8-226881-0.4,410479
164212-0-0.8-*-3-164012-1.0,4508
16330-3-1.0-*-8-*-0.6,706
249704-0-0.6-*-8-*-0.8,607354
169732-3-0.8-*-8-170085-0.8,50291
261891-0-0.4-*-1-261537-0.8,312739
*-3-1.0-*-8-186512-0.8,47598
45432-3-0.4-*-8-45827-0.8,154245
151513-0-0.2-*-8-150856-0.6,302445
176672-0-1.0-*-1-176702-0.8,25797
83605-0-1.0-*-8-*-1.0,49723
54399-3-1.0-*-8-54419-0.6,754
*-0-1.0-*-8-192017-0.6,304909
*-0-1.0-*-1-259374-0.2,312739
239422-0-0.2-*-1-239957-0.8,312739
178423-3-0.6-*-8-178087-0.8,154245
15592-0-0.8-*-1-15937-0.4,312739
107233-2-1.0-*-10-*-0.4,499
217599-2-0.4-*-10-933-0.6,29977
*-3-1.0-*-8-30340-0.8,154245
12977-0-0.8-*-8-12380-0.8,304909
*-0-1.0-*-8-112077-0.6,302445
59301-0-1.0-*-8-59566-0.8,6876
212959-3-0.2-*-8-212393-1.0,3951
*-3-1.0-*-8-215191-0.2,307913
*-2-1.0-*-10-2373-0.2,29977
220296-0-0.4-*-8-*-0.8,607354
*-0-1.0-*-8-83768-0.2,607354
257450-0-0.8-*-8-257569-0.6,304909
*-3-1.0-*-8-53798-0.2,307913
226241-3-0.2-*-8-225132-0.8,50048
172441-0-0.4-*-1-171964-1.0,6041
*-3-1.0-*-8-171116-0.6,153668
*-0-1.0-*-6-110175-0.6,34845
107537-3-0.6-*-4-107873-0.4,102802
105625-0-0.2-*-6-104542-0.4,34845
87672-0-0.2-*-8-*-0.8,607354
*-0-1.0-*-4-67796-0.2,202319
*-0-1.0-*-8-212459-1.0,4058
*-0-1.0-*-4-77053-1.0,6042
137504-0-1.0-*-8-137759-0.8,6388
205428-0-0.8-*-8-204957-0.4,401114
75134-3-1.0-*-4-75435-0.4,499
214592-0-0.4-*-8-214349-0.8,304909
*-0-1.0-*-4-254726-0.6,202319
135255-0-0.4-*-8-135214-0.2,607354
30800-3-0.8-*-4-31266-0.2,39868
254249-0-0.8-*-1-254494-0.8,312739
174504-3-0.4-*-8-*-1.0,307913
*-0-1.0-*-8-113476-0.2,607354
226815-0-0.6-*-1-226830-1.0,5489
*-0-1.0-*-1-32578-1.0,5440
216345-0-0.6-*-8-*-0.2,607354
206968-0-0.6-*-1-*-0.6,312739
107180-2-0.8-*-10-5163-0.8,11255
232572-0-0.4-*-8-233076-1.0,8735
*-0-1.0-*-1-270059-0.6,312739
*-0-1.0-*-8-53804-0.4,414696
219317-0-0.2-*-1-219025-1.0,5833
250080-0-0.2-*-1-250155-1.0,4187
189267-2-1.0-*-10-864-0.6,58
208085-0-0.6-*-2-208467-0.6,156826
2223-3-0.4-*-8-1287-1.0,2908
247968-3-0.4-*-4-*-0.6,102802
205905-0-0.4-*-1-206196-0.6,312739
*-3-1.0-*-8-171594-0.4,201386
