1-*-1.0,1-236982-0.2,3-*-1.0,1-*-1.0,2-236206-0.2:684900
1-*-1.0,1-*-1.0,1-364705-1.0,1-364684-0.6,2-*-1.0:38190
2-417566-1.0,1-417162-0.8,1-417136-0.2,1-417128-0.4,1-*-1.0:21096
2-*-1.0,1-*-1.0,1-517409-0.8,1-517383-1.0,1-*-1.0:10862
1-530716-1.0,2-*-1.0,1-*-1.0,3-*-1.0,1-530719-0.6:9504
3-*-1.0,1-219852-0.2,1-219833-0.2,2-*-1.0,1-*-1.0:684900
8-148167-0.2,8-*-1.0,4-147453-0.2,8-147871-0.2,8-147870-1.0:1368
1-141466-0.4,1-*-1.0,3-*-1.0,1-*-1.0,2-141572-0.8:569090
1-*-1.0,2-*-1.0,6-509630-0.2,1-510331-0.8,1-510335-0.8:36678
1-494636-0.6,1-494639-0.2,1-494647-0.4,1-494659-0.8,3-495022-0.4:115584
1-359070-1.0,1-359067-0.2,1-*-1.0,1-359064-0.2,3-*-1.0:7140
2-*-1.0,3-*-1.0,1-433750-0.6,1-433832-0.4,1-434771-0.4:521280
1-*-1.0,2-431101-0.8,3-*-1.0,1-431215-1.0,1-431186-0.4:9726
1-8190-0.6,3-7965-0.4,2-7437-0.2,1-*-1.0,1-7637-0.2:521280
1-*-1.0,3-421343-0.8,1-420695-0.2,2-*-1.0,1-420707-1.0:1046
3-*-1.0,1-224918-0.2,1-224881-1.0,2-224446-0.8,1-224955-0.2:9880
1-18584-0.4,2-19223-0.6,1-18641-0.2,1-*-1.0,1-18753-0.6:2079816
2-479183-0.4,1-*-1.0,1-479018-0.4,1-*-1.0,1-478988-0.4:2079816
1-381346-0.4,1-381392-0.6,1-381390-0.8,3-381710-0.6,1-381364-0.2:17754
1-163947-0.4,1-*-1.0,1-*-1.0,1-163670-0.6,2-163646-0.6:2079816
1-*-1.0,1-203766-0.2,2-*-1.0,1-203725-0.4,1-204050-0.8:908622
2-224446-0.6,1-*-1.0,3-*-1.0,1-*-1.0,1-*-1.0:684900
1-131415-0.6,1-131562-0.4,2-132280-0.8,1-131442-0.2,1-131412-0.4:2079816
1-359686-0.8,3-360190-0.6,1-359730-1.0,2-360235-0.8,1-359691-0.6:1993
1-355322-0.8,2-*-1.0,1-*-1.0,3-*-1.0,1-*-1.0:163620
1-504762-0.8,1-*-1.0,2-*-1.0,1-504775-0.8,1-504744-1.0:3151
2-532364-0.2,1-532555-0.8,6-532486-0.4,3-*-1.0,1-532667-1.0:791
1-*-1.0,3-444861-0.8,1-445212-0.8,1-*-1.0,2-444977-0.4:50166
2-450923-0.2,1-450010-0.8,1-450037-0.2,1-450133-0.6,1-450017-0.2:601044
1-*-1.0,1-251843-0.2,2-252028-0.2,1-251850-0.6,1-251856-0.6:2079816
1-470458-0.2,1-470356-0.4,1-*-1.0,2-469934-0.8,1-470256-0.8:586236
1-371475-1.0,3-370714-0.8,6-371157-0.4,1-370999-1.0,2-*-1.0:2
1-276321-0.8,1-276129-0.2,1-276415-0.6,2-276494-1.0,3-275547-0.6:418
2-113400-0.8,1-*-1.0,1-113294-0.6,1-113305-1.0,1-*-1.0:39186
2-184529-0.8,1-*-1.0,1-*-1.0,1-*-1.0,3-184082-0.4:684900
1-*-1.0,1-*-1.0,2-*-1.0,1-252610-0.6,1-252669-0.4:2079816
3-*-1.0,2-197810-0.8,1-197976-1.0,1-197990-1.0,6-197358-0.6:21
1-32328-0.4,1-*-1.0,1-32321-0.4,3-32251-1.0,2-*-1.0:18939
1-322785-0.8,1-322702-0.4,2-323230-0.6,6-322686-0.2,3-322318-0.2:48864
1-*-1.0,3-75172-0.2,2-75435-0.8,6-*-1.0,1-74530-1.0:931
1-146191-0.4,3-145677-1.0,1-146238-1.0,2-*-1.0,1-*-1.0:442
1-*-1.0,1-361254-0.8,2-361347-0.4,1-*-1.0,1-*-1.0:587274
1-408595-0.2,1-408076-0.8,2-408603-0.2,1-408590-0.2,1-408572-0.4:558144
1-*-1.0,1-*-1.0,1-389077-0.4,3-388421-0.2,2-388856-1.0:29936
1-*-1.0,1-*-1.0,2-191216-0.4,1-191454-0.2,1-*-1.0:2079816
1-*-1.0,1-*-1.0,1-74844-0.8,1-74834-0.4,2-*-1.0:577608
2-260250-0.8,1-*-1.0,1-261371-0.8,1-260269-0.2,1-*-1.0:601044
1-437059-0.6,1-437139-0.8,2-437158-1.0,1-*-1.0,1-437065-1.0:402
1-534322-0.4,1-534328-0.2,1-534309-0.2,2-534306-0.6,3-*-1.0:566650
2-339430-0.6,1-*-1.0,1-338649-0.6,1-338655-1.0,1-*-1.0:39420
1-455799-0.8,2-456292-1.0,1-*-1.0,1-455794-1.0,3-*-1.0:147
1-313128-1.0,2-313029-0.2,1-*-1.0,1-313051-0.8,3-*-1.0:1699
1-*-1.0,1-359069-0.4,1-*-1.0,1-359088-0.2,2-359319-0.8:2079816
1-494159-0.6,2-493763-0.4,1-494307-1.0,3-*-1.0,1-*-1.0:9618
1-*-1.0,1-13426-1.0,2-13072-0.4,1-*-1.0,1-*-1.0:38058
6-*-1.0,2-219888-0.2,3-*-1.0,1-*-1.0,1-220557-0.8:48864
2-535444-0.4,1-536145-0.4,1-536143-1.0,1-536228-0.6,1-536260-0.8:10264
1-*-1.0,3-313548-1.0,1-*-1.0,6-*-1.0,2-*-1.0:1134
1-434120-0.8,3-434485-0.8,1-*-1.0,1-*-1.0,2-434326-0.2:55044
1-373679-0.2,1-372862-0.6,1-372777-0.8,1-372805-1.0,3-372485-1.0:44
1-*-1.0,1-*-1.0,1-*-1.0,2-155858-1.0,1-155252-0.6:99168
1-197339-0.6,1-197352-0.6,1-197350-0.4,1-197878-0.2,3-197230-0.4:415584
1-424361-0.4,2-*-1.0,1-424377-0.8,1-*-1.0,1-424336-0.4:585912
1-417248-0.6,3-417282-0.8,1-417172-1.0,1-417177-1.0,1-*-1.0:72
1-39905-0.6,3-39255-0.2,1-*-1.0,2-*-1.0,1-39888-1.0:2980
1-42704-1.0,2-43324-1.0,1-42830-0.8,1-42745-0.6,1-*-1.0:112
2-*-1.0,1-153699-0.4,6-*-1.0,1-153698-1.0,1-*-1.0:702
1-84760-0.8,1-84764-0.2,3-84883-0.8,2-84085-0.4,6-84335-0.4:15962
3-77093-0.2,1-*-1.0,2-77053-0.2,1-77371-0.4,1-77182-0.6:163620
1-*-1.0,1-*-1.0,1-*-1.0,2-211665-0.8,3-*-1.0:684900
1-106919-1.0,2-105821-1.0,1-106912-0.8,6-105842-0.8,3-106053-0.8:4
2-240690-1.0,1-241221-0.6,1-*-1.0,1-240764-0.6,3-241496-1.0:534
5-*-1.0,8-*-1.0,4-75435-0.4,8-74904-0.6,8-*-1.0:105932
1-487785-1.0,1-486825-0.2,1-487781-0.6,2-486885-0.8,1-487768-0.6:38862
1-*-1.0,1-497208-1.0,3-*-1.0,1-497184-0.6,2-*-1.0:9704
1-245347-0.4,1-245800-0.2,2-*-1.0,1-245346-1.0,1-245754-0.6:38460
1-528161-0.8,1-*-1.0,2-*-1.0,1-*-1.0,1-528202-0.4:564570
1-435826-0.8,1-435824-0.2,1-435869-0.6,2-436035-0.4,1-435866-0.2:593064
1-*-1.0,2-332187-0.8,3-332696-0.4,1-332978-1.0,1-332975-1.0:199
1-270428-0.2,1-270470-0.6,2-270852-0.8,1-270444-0.2,1-270474-0.6:2079816
1-133618-1.0,1-133497-1.0,1-133627-0.4,2-133351-0.4,1-133403-1.0:14
1-*-1.0,1-*-1.0,1-71700-1.0,1-71644-0.8,2-71872-1.0:508
1-*-1.0,1-335580-0.2,1-*-1.0,1-*-1.0,2-335838-0.8:2079816
2-229167-0.2,1-228838-0.6,1-*-1.0,1-*-1.0,3-*-1.0:521280
2-359319-0.2,1-*-1.0,3-*-1.0,1-*-1.0,1-*-1.0:684900
3-470798-1.0,1-470214-0.6,1-*-1.0,1-470216-0.4,2-*-1.0:6660
3-*-1.0,1-137682-0.8,1-*-1.0,1-137680-0.4,2-*-1.0:163620
1-*-1.0,1-507228-0.2,1-*-1.0,1-507287-0.8,2-*-1.0:570174
1-15043-0.2,3-*-1.0,1-15075-0.8,1-*-1.0,2-14535-0.8:163620
1-*-1.0,1-*-1.0,2-*-1.0,1-321674-0.2,1-321410-0.4:2079816
8-*-1.0,4-225162-0.4,8-*-1.0,8-*-1.0,8-225066-0.8:70452
1-*-1.0,2-16456-1.0,6-16437-0.2,1-*-1.0,3-16558-0.6:702
8-448754-0.6,8-447757-0.2,7-864-0.2,8-*-1.0,8-447767-0.4:1248
1-244099-1.0,1-243866-0.4,2-*-1.0,1-244246-0.2,1-*-1.0:38598
1-315947-0.6,3-316198-0.4,1-*-1.0,1-*-1.0,2-*-1.0:521280
8-412454-0.8,8-*-1.0,8-412348-0.6,8-412452-1.0,4-413214-0.4:430
1-120409-0.4,2-120323-0.6,3-120470-1.0,1-120482-0.6,1-*-1.0:14712
1-228761-0.6,1-*-1.0,1-228726-0.4,1-228827-0.6,2-*-1.0:2079816
1-*-1.0,1-247628-0.6,1-247748-0.2,1-247704-1.0,2-247297-0.4:38424
2-*-1.0,1-42222-0.6,1-41681-0.4,6-42128-0.8,1-*-1.0:10920
1-429015-0.4,1-429047-0.2,1-*-1.0,2-*-1.0,1-*-1.0:2079816
3-100671-0.4,1-100517-0.8,1-*-1.0,1-*-1.0,2-101003-0.4:163620
1-224914-1.0,1-*-1.0,1-224940-0.2,3-224548-0.8,1-224067-1.0:54
1-409907-0.6,1-*-1.0,1-409873-0.8,1-*-1.0,2-*-1.0:612312
1-*-1.0,2-199795-0.2,1-199889-1.0,1-199410-0.2,1-199913-1.0:720
1-102902-0.6,2-103392-0.4,1-*-1.0,1-*-1.0,1-103456-0.8:389808
1-*-1.0,3-*-1.0,2-*-1.0,1-450290-0.6,1-450382-0.4:163620
1-228220-1.0,2-227794-0.4,3-228295-0.4,1-228204-0.8,1-227927-0.4:2860
1-*-1.0,2-408603-0.8,1-408574-0.4,3-*-1.0,1-*-1.0:564060
1-64391-1.0,1-64373-0.6,1-*-1.0,2-*-1.0,1-64338-0.8:11328
2-463843-0.6,1-*-1.0,1-463837-0.6,1-463900-1.0,1-*-1.0:38832
3-449069-0.4,2-449448-0.6,1-449747-1.0,6-449486-0.4,1-449337-0.4:891
2-232388-0.4,1-*-1.0,1-*-1.0,3-*-1.0,1-231868-0.2:684900
1-*-1.0,1-*-1.0,2-431958-0.4,1-432249-0.2,3-432388-0.2:684900
2-*-1.0,1-314871-0.6,1-314917-0.2,3-*-1.0,1-314874-0.8:152724
1-*-1.0,1-110350-0.8,1-110356-0.6,2-110154-0.2,1-*-1.0:560514
2-449448-0.2,1-449708-0.2,3-*-1.0,1-449713-0.6,1-*-1.0:521280
1-14710-0.4,1-14593-0.2,1-14590-0.2,3-*-1.0,2-*-1.0:567630
1-267421-0.6,1-*-1.0,3-266957-1.0,1-267481-0.4,2-267418-0.8:5754
1-524671-0.4,2-*-1.0,1-*-1.0,1-*-1.0,3-*-1.0:315496
1-253813-1.0,1-*-1.0,2-254726-0.4,1-254698-0.2,1-*-1.0:31704
1-4085-1.0,1-4313-0.6,1-4124-0.2,2-*-1.0,1-*-1.0:36468
6-349941-0.6,1-349833-0.8,1-349823-0.8,3-*-1.0,2-349629-0.8:48864
1-408548-0.2,2-*-1.0,1-408542-0.8,1-*-1.0,1-408575-0.6:582660
1-*-1.0,2-*-1.0,1-519380-0.6,1-519823-0.6,1-519817-0.6:2079816
1-472258-0.4,2-472319-0.6,1-*-1.0,1-472248-0.6,1-*-1.0:2079816
2-265260-1.0,1-*-1.0,3-265230-1.0,1-264763-0.6,6-*-1.0:100
3-500387-0.8,1-*-1.0,1-*-1.0,6-500767-1.0,2-*-1.0:328
1-*-1.0,1-135834-0.2,1-*-1.0,2-136289-0.8,3-135426-0.8:228726
1-93425-0.2,1-93438-1.0,1-92959-0.6,1-92983-0.2,2-92578-0.6:39420
1-189431-0.4,3-*-1.0,1-*-1.0,1-189734-0.2,1-*-1.0:415584
1-74203-0.6,1-74165-0.2,1-74220-0.6,1-74412-1.0,2-*-1.0:38502
1-452573-0.4,1-*-1.0,1-*-1.0,2-*-1.0,1-452615-1.0:39414
1-458315-0.8,2-458296-1.0,1-458325-1.0,1-*-1.0,1-458376-0.8:138
1-*-1.0,1-223656-0.2,1-223723-1.0,1-223697-0.6,2-*-1.0:38346
2-*-1.0,1-125163-0.2,1-*-1.0,1-125166-0.6,1-125186-0.6:2079816
1-*-1.0,3-*-1.0,1-*-1.0,2-75779-0.8,1-76310-0.4:300282
2-40168-0.2,1-39886-1.0,6-*-1.0,3-*-1.0,1-39705-0.8:894
3-284386-0.8,1-285053-0.6,2-*-1.0,1-*-1.0,1-285126-0.6:172398
1-219865-0.8,2-*-1.0,1-*-1.0,1-*-1.0,1-*-1.0:560514
1-*-1.0,2-314924-0.8,6-314916-0.8,1-*-1.0,1-314927-0.6:10494
1-*-1.0,1-213309-0.4,2-*-1.0,1-213075-0.2,1-*-1.0:2079816
8-301021-0.4,4-301385-0.6,8-300877-0.8,8-301024-0.8,8-300876-0.8:5824
1-*-1.0,2-217195-0.2,3-216506-0.6,1-217242-0.6,1-217221-0.8:47214
1-*-1.0,1-472909-0.6,3-472977-0.6,2-472319-1.0,1-472018-0.8:3588
1-33761-0.2,3-34832-0.6,1-33726-0.6,2-34055-0.8,1-33719-0.8:97006
2-*-1.0,1-470901-1.0,1-470903-0.4,1-471010-1.0,1-*-1.0:696
3-*-1.0,2-308676-0.4,1-308002-0.6,1-*-1.0,1-307956-0.2:521280
1-403032-0.2,2-402759-0.2,3-*-1.0,1-*-1.0,1-403141-0.6:521280
3-*-1.0,1-*-1.0,1-97098-0.2,1-97117-1.0,2-97186-0.4:9746
1-*-1.0,2-276494-1.0,3-276233-1.0,1-276389-1.0,1-276314-0.2:2
1-536168-1.0,1-536261-1.0,1-*-1.0,3-*-1.0,2-*-1.0:205
1-186553-0.6,2-187177-0.8,1-186528-0.4,3-*-1.0,1-*-1.0:521280
1-166357-1.0,2-166213-0.6,1-166325-1.0,1-166372-0.8,1-166363-1.0:3
1-140720-0.4,2-139635-0.2,1-140389-0.8,1-140706-0.6,3-139575-0.2:174612
3-14669-0.4,1-*-1.0,1-*-1.0,2-14535-0.8,1-*-1.0:684900
1-384532-0.4,2-384233-0.4,1-384531-0.8,3-*-1.0,1-384498-0.2:134618
2-499643-0.6,1-499800-1.0,1-499813-1.0,1-500103-0.4,1-499961-0.8:230
2-400081-1.0,1-400360-0.2,1-399988-0.4,3-400581-0.6,1-400528-0.2:4856
1-304237-0.8,1-*-1.0,2-304295-0.8,1-304124-0.8,1-304261-0.8:47929
2-*-1.0,1-314332-0.8,1-314318-0.8,6-314048-1.0,3-*-1.0:820
1-186511-1.0,1-*-1.0,1-187185-0.8,2-187177-0.8,1-187223-0.6:11488
1-361-1.0,2-927-0.8,1-*-1.0,3-*-1.0,1-143-1.0:196
1-196073-0.8,1-196063-0.8,1-195931-0.6,1-*-1.0,2-*-1.0:156658
6-211765-0.2,3-210917-0.4,1-*-1.0,1-211745-0.2,1-211685-0.2:36678
3-*-1.0,2-284180-1.0,1-283769-0.4,1-283754-0.6,1-*-1.0:7146
3-289462-1.0,1-289200-0.2,2-289296-0.6,1-289164-1.0,1-*-1.0:190
1-326857-0.4,1-327436-0.6,3-327140-0.6,1-327472-0.8,2-327438-0.8:109050
6-219481-0.6,1-*-1.0,2-*-1.0,3-218886-0.2,1-219181-1.0:873
1-42795-0.6,3-*-1.0,1-42775-0.4,2-*-1.0,1-42704-0.6:521280
1-377793-0.2,1-*-1.0,3-*-1.0,1-377830-0.2,2-377681-0.2:684900
1-270399-1.0,1-270368-0.2,1-270470-0.6,1-*-1.0,2-*-1.0:38622
1-*-1.0,2-260250-0.4,1-260850-0.2,1-261391-0.8,1-*-1.0:589566
1-209747-0.2,1-209735-1.0,2-209463-0.2,1-*-1.0,3-209137-0.2:9450
2-296790-0.2,1-297000-0.2,1-296989-1.0,1-296497-1.0,1-296996-0.6:760
2-508392-0.2,1-*-1.0,1-508255-0.4,1-508211-0.4,1-508256-0.4:2079816
3-462747-0.6,1-462076-0.8,2-462283-0.4,1-462628-0.6,1-462849-0.6:153334
2-282437-0.8,1-*-1.0,6-*-1.0,1-282145-0.8,3-*-1.0:48864
1-*-1.0,1-*-1.0,2-230792-0.6,1-230874-0.2,1-231163-1.0:36468
1-415396-1.0,3-416019-0.8,1-415393-0.4,1-415339-0.6,2-416028-0.4:3272
1-*-1.0,1-403041-0.8,1-402933-0.2,1-403034-0.2,2-402759-0.2:600006
2-95187-1.0,1-*-1.0,1-95216-0.2,1-95202-0.8,1-95157-1.0:410
1-521958-0.4,1-521966-0.2,1-522077-0.4,1-522067-0.2,2-521783-0.2:2079816
